date,area_type,area_code,area_name,metric,metric_name,value
2020-12-12,nation,W92000004,Wales,newAdmissions,New admissions,102.0
2020-12-12,nation,S92000003,Scotland,newAdmissions,New admissions,68.0
2020-12-12,nation,E92000001,England,newAdmissions,New admissions,1587.0
2020-12-13,nation,S92000003,Scotland,newAdmissions,New admissions,72.0
2020-12-13,nation,N92000002,Northern Ireland,newAdmissions,New admissions,28.0
2020-12-13,nation,W92000004,Wales,newAdmissions,New admissions,64.0
2020-12-13,nation,E92000001,England,newAdmissions,New admissions,1581.0
2020-12-14,nation,W92000004,Wales,newAdmissions,New admissions,67.0
2020-12-14,nation,E92000001,England,newAdmissions,New admissions,1746.0
2020-12-14,nation,S92000003,Scotland,newAdmissions,New admissions,91.0
2020-12-14,nation,N92000002,Northern Ireland,newAdmissions,New admissions,30.0
2020-12-15,nation,N92000002,Northern Ireland,newAdmissions,New admissions,22.0
2020-12-15,nation,W92000004,Wales,newAdmissions,New admissions,88.0
2020-12-15,nation,S92000003,Scotland,newAdmissions,New admissions,85.0
2020-12-15,nation,E92000001,England,newAdmissions,New admissions,1730.0
2020-12-16,nation,N92000002,Northern Ireland,newAdmissions,New admissions,27.0
2020-12-16,nation,S92000003,Scotland,newAdmissions,New admissions,108.0
2020-12-16,nation,W92000004,Wales,newAdmissions,New admissions,131.0
2020-12-16,nation,E92000001,England,newAdmissions,New admissions,1796.0
2020-12-17,nation,W92000004,Wales,newAdmissions,New admissions,128.0
2020-12-17,nation,E92000001,England,newAdmissions,New admissions,1873.0
2020-12-17,nation,N92000002,Northern Ireland,newAdmissions,New admissions,21.0
2020-12-17,nation,S92000003,Scotland,newAdmissions,New admissions,97.0
2020-12-18,nation,E92000001,England,newAdmissions,New admissions,1672.0
2020-12-18,nation,S92000003,Scotland,newAdmissions,New admissions,90.0
2020-12-18,nation,N92000002,Northern Ireland,newAdmissions,New admissions,24.0
2020-12-18,nation,W92000004,Wales,newAdmissions,New admissions,119.0
2020-12-19,nation,S92000003,Scotland,newAdmissions,New admissions,93.0
2020-12-19,nation,N92000002,Northern Ireland,newAdmissions,New admissions,18.0
2020-12-19,nation,W92000004,Wales,newAdmissions,New admissions,107.0
2020-12-19,nation,E92000001,England,newAdmissions,New admissions,1812.0
2020-12-20,nation,W92000004,Wales,newAdmissions,New admissions,90.0
2020-12-20,nation,N92000002,Northern Ireland,newAdmissions,New admissions,16.0
2020-12-20,nation,S92000003,Scotland,newAdmissions,New admissions,69.0
2020-12-20,nation,E92000001,England,newAdmissions,New admissions,1976.0
2020-12-21,nation,W92000004,Wales,newAdmissions,New admissions,92.0
2020-12-21,nation,N92000002,Northern Ireland,newAdmissions,New admissions,30.0
2020-12-21,nation,E92000001,England,newAdmissions,New admissions,2115.0
2020-12-21,nation,S92000003,Scotland,newAdmissions,New admissions,106.0
2020-12-22,nation,E92000001,England,newAdmissions,New admissions,2203.0
2020-12-22,nation,N92000002,Northern Ireland,newAdmissions,New admissions,26.0
2020-12-22,nation,W92000004,Wales,newAdmissions,New admissions,124.0
2020-12-22,nation,S92000003,Scotland,newAdmissions,New admissions,104.0
2020-12-23,nation,W92000004,Wales,newAdmissions,New admissions,143.0
2020-12-23,nation,N92000002,Northern Ireland,newAdmissions,New admissions,26.0
2020-12-23,nation,S92000003,Scotland,newAdmissions,New admissions,104.0
2020-12-23,nation,E92000001,England,newAdmissions,New admissions,1980.0
2020-12-24,nation,W92000004,Wales,newAdmissions,New admissions,146.0
2020-12-24,nation,N92000002,Northern Ireland,newAdmissions,New admissions,21.0
2020-12-24,nation,S92000003,Scotland,newAdmissions,New admissions,99.0
2020-12-24,nation,E92000001,England,newAdmissions,New admissions,1795.0
2020-12-25,nation,E92000001,England,newAdmissions,New admissions,1952.0
2020-12-25,nation,N92000002,Northern Ireland,newAdmissions,New admissions,25.0
2020-12-25,nation,S92000003,Scotland,newAdmissions,New admissions,81.0
2020-12-25,nation,W92000004,Wales,newAdmissions,New admissions,106.0
2020-12-26,nation,W92000004,Wales,newAdmissions,New admissions,73.0
2020-12-26,nation,N92000002,Northern Ireland,newAdmissions,New admissions,24.0
2020-12-26,nation,E92000001,England,newAdmissions,New admissions,2298.0
2020-12-26,nation,S92000003,Scotland,newAdmissions,New admissions,110.0
2020-12-27,nation,N92000002,Northern Ireland,newAdmissions,New admissions,23.0
2020-12-27,nation,S92000003,Scotland,newAdmissions,New admissions,142.0
2020-12-27,nation,W92000004,Wales,newAdmissions,New admissions,97.0
2020-12-27,nation,E92000001,England,newAdmissions,New admissions,2572.0
2020-12-28,nation,N92000002,Northern Ireland,newAdmissions,New admissions,44.0
2020-12-28,nation,E92000001,England,newAdmissions,New admissions,2795.0
2020-12-28,nation,S92000003,Scotland,newAdmissions,New admissions,152.0
2020-12-28,nation,W92000004,Wales,newAdmissions,New admissions,125.0
2020-12-29,nation,N92000002,Northern Ireland,newAdmissions,New admissions,50.0
2020-12-29,nation,S92000003,Scotland,newAdmissions,New admissions,154.0
2020-12-29,nation,W92000004,Wales,newAdmissions,New admissions,136.0
2020-12-29,nation,E92000001,England,newAdmissions,New admissions,2886.0
2020-12-30,nation,N92000002,Northern Ireland,newAdmissions,New admissions,41.0
2020-12-30,nation,W92000004,Wales,newAdmissions,New admissions,164.0
2020-12-30,nation,S92000003,Scotland,newAdmissions,New admissions,187.0
2020-12-30,nation,E92000001,England,newAdmissions,New admissions,2861.0
2020-12-31,nation,E92000001,England,newAdmissions,New admissions,2536.0
2020-12-31,nation,N92000002,Northern Ireland,newAdmissions,New admissions,33.0
2020-12-31,nation,W92000004,Wales,newAdmissions,New admissions,141.0
2020-12-31,nation,S92000003,Scotland,newAdmissions,New admissions,175.0
